quantity,waterpoint_type,extraction_type_class,construction_year,payment,water_quality,source,gps_height,longitude,latitude,population,management,funder,installer,date_recorded,permit,public_meeting,amount_tsh,status_group
insufficient,communal standpipe,gravity,2009.0,never pay,soft,spring,1651.0,35.13721879,-9.43342739,50.0,vwc,fathe,fathe,2011-03-05,False,True,,functional
dry,communal standpipe multiple,motorpump,,pay per bucket,salty,machine dbh,,36.58705174,-6.04794812,,private operator,water,commu,2011-03-21,False,True,,non functional
seasonal,communal standpipe,gravity,,never pay,soft,rainwater harvesting,,31.13642788,-3.1071892000000005,,vwc,concern world wide,dwe,2011-07-15,True,True,,functional needs repair
enough,communal standpipe,gravity,2007.0,pay monthly,soft,river,434.0,38.29173705,-4.88295354,50.0,vwc,government of tanzania,mombo urban water s,2011-03-26,False,True,8000.0,functional
dry,other,other,2010.0,never pay,soft,shallow well,336.0,37.61241631,-6.13304892,50.0,vwc,african,kuwait,2011-03-14,True,True,,non functional
insufficient,communal standpipe,gravity,2008.0,pay monthly,soft,spring,1101.0,37.66576395,-3.12994531,1.0,company,kiliwater,kiliwater,2013-02-18,True,True,,functional
insufficient,communal standpipe multiple,gravity,1991.0,pay monthly,soft,river,1447.0,29.92730939,-4.43732955,470.0,vwc,norad,norad,2013-02-07,True,True,250.0,functional
insufficient,hand pump,handpump,2009.0,pay per bucket,salty,shallow well,256.0,39.03831218,-9.89810066,210.0,vwc,tasaf,napupanga,2013-01-24,False,True,50.0,functional
enough,communal standpipe,gravity,2000.0,pay annually,soft,spring,2175.0,34.40755126,-9.20525617,120.0,vwc,rc church,rc church,2011-03-04,True,True,1000.0,functional
insufficient,communal standpipe,gravity,2010.0,pay monthly,soft,river,116.0,38.86618113,-6.82272934,4.0,parastatal,wsdp,wachina,2011-02-25,True,True,5000.0,functional
enough,hand pump,handpump,,never pay,soft,hand dtw,,31.71756968,-3.02132663,,wug,hesawa,hesawa,2011-07-20,True,True,,non functional
seasonal,communal standpipe,gravity,1990.0,never pay,soft,spring,1289.0,36.55649426,-3.45965413,1.0,parastatal,,,2013-03-11,,False,,functional
enough,communal standpipe,gravity,2011.0,pay monthly,soft,river,722.0,37.92230213,-4.11689729,140.0,vwc,isf,isf,2013-11-03,True,True,500.0,non functional
enough,communal standpipe,gravity,1985.0,never pay,soft,spring,1793.0,38.27597954,-4.6480106,1.0,vwc,tardo,tardo,2011-03-16,True,True,,functional
dry,hand pump,handpump,2001.0,never pay,soft,shallow well,51.0,39.22934406,-7.222061500000001,250.0,vwc,amref,amref,2011-03-12,False,True,,non functional
dry,other,other,2000.0,never pay,salty,shallow well,619.0,37.49453206,-4.42704774,150.0,vwc,government of tanzania,dwe,2013-02-27,True,True,,non functional
insufficient,communal standpipe,submersible,1983.0,pay per bucket,soft,river,692.0,39.24717527,-10.11224325,1.0,wua,government of tanzania,district council,2013-01-18,False,False,200.0,non functional
enough,communal standpipe multiple,gravity,2007.0,,soft,spring,1561.0,36.78693524,-3.32967054,350.0,wua,kkkt,community,2013-05-04,True,True,,non functional
enough,communal standpipe,submersible,2006.0,never pay,soft,machine dbh,101.0,39.54677287,-9.67342787,1.0,vwc,government of tanzania,district council,2013-01-30,False,False,,non functional
enough,other,gravity,2007.0,never pay,soft,spring,1718.0,36.73844985,-3.32022937,200.0,vwc,tasaf,dwe,2013-03-13,True,True,,non functional
enough,communal standpipe,gravity,2001.0,pay per bucket,soft,spring,904.0,37.46956568,-3.37258743,30.0,wua,giz,kili water,2013-04-03,True,True,10.0,functional
insufficient,communal standpipe,gravity,2008.0,pay monthly,soft,spring,1266.0,37.63002638,-3.25179662,1.0,company,government of tanzania,district council,2013-03-05,True,True,10000.0,non functional
enough,communal standpipe,gravity,1999.0,pay per bucket,soft,spring,1566.0,37.14395352,-3.19822934,20.0,water board,germany republi,ces,2013-06-03,True,True,10.0,functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,33.49395456,-9.11864334,,parastatal,,,2011-07-28,,False,,non functional
enough,communal standpipe,gravity,1987.0,pay monthly,soft,river,925.0,35.34367419,-10.8581542,,vwc,danida,dwe,2013-04-03,True,True,1000.0,functional
insufficient,hand pump,rope pump,1994.0,never pay,salty,shallow well,1508.0,34.68898288,-1.73768128,330.0,vwc,hesawa,hesawa,2012-10-24,,True,,non functional
enough,communal standpipe,gravity,1978.0,pay when scheme fails,soft,spring,1169.0,30.27031331,-4.61537784,450.0,vwc,government of tanzania,dwe,2013-01-22,True,True,3000.0,functional
insufficient,hand pump,handpump,,pay per bucket,soft,shallow well,,,-2e-08,,vwc,elct,elct,2011-08-18,True,True,,functional
enough,communal standpipe,gravity,2006.0,never pay,soft,spring,1465.0,36.0978884,-7.93346788,1.0,vwc,roman,roman,2011-02-22,True,True,,functional
enough,communal standpipe multiple,submersible,2010.0,pay per bucket,soft,machine dbh,23.0,39.14606385,-7.49138842,3000.0,wug,mosque,mosque,2011-03-18,False,True,50.0,functional
enough,communal standpipe multiple,gravity,1967.0,never pay,soft,lake,1178.0,33.70211509,-1.50020579,320.0,vwc,government of tanzania,government,2012-12-13,True,False,,functional needs repair
enough,improved spring,gravity,1995.0,never pay,soft,spring,2162.0,35.46459434,-4.00372755,175.0,vwc,oldonyolengai,oldonyolengai,2013-02-03,True,True,,non functional
insufficient,communal standpipe,gravity,2005.0,pay monthly,soft,river,1303.0,30.11122658,-4.58616217,320.0,water board,villagers,dwe,2013-02-01,True,True,750.0,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,36.26071082,-6.95689953,,vwc,government of tanzania,gover,2011-03-30,True,True,,non functional
insufficient,hand pump,handpump,,pay when scheme fails,soft,machine dbh,,32.58059375,-9.03730852,,vwc,danida,danida,2011-08-17,False,False,,non functional
insufficient,hand pump,handpump,1993.0,pay monthly,soft,shallow well,953.0,35.84720339,-10.56472972,250.0,wug,danida,danida,2013-02-19,False,True,200.0,functional
insufficient,hand pump,handpump,,never pay,soft,machine dbh,,31.96055844,-5.15301571,,vwc,ubalozi wa marekani,ubalozi wa marekani,2012-10-29,True,True,,functional
enough,communal standpipe,gravity,2000.0,pay annually,soft,spring,1762.0,35.00269595,-8.46797437,,vwc,rc ch,dwe,2011-07-03,True,True,1200.0,functional
insufficient,communal standpipe multiple,wind-powered,,pay per bucket,soft,machine dbh,,35.82893524,-6.03472586,,vwc,socie,commu,2011-04-11,False,True,,functional needs repair
enough,hand pump,handpump,2012.0,never pay,soft,shallow well,1615.0,35.01061989,-4.22711945,291.0,vwc,dmdd,dmdd,2013-02-06,True,True,,functional
dry,communal standpipe,gravity,,pay when scheme fails,soft,river,838.0,36.01900262,-10.75301227,350.0,vwc,danida,danida,2013-02-27,False,True,,non functional
dry,other,other,1970.0,,salty,shallow well,427.0,38.66321828,-10.68348547,1.0,vwc,fw,fw,2013-01-24,False,True,,non functional
enough,communal standpipe,gravity,,never pay,soft,spring,,31.00065939,-1.73529147,,vwc,government of tanzania,dwe,2011-07-16,True,True,,functional
enough,hand pump,handpump,2006.0,never pay,soft,shallow well,1376.0,34.237631,-2.97375992,300.0,wug,rwssp,dwe,2012-10-22,False,True,,functional
insufficient,other,other,1984.0,never pay,soft,hand dtw,1169.0,31.17443672,-6.32327711,110.0,water authority,lga,dwe,2011-07-19,True,False,,non functional
enough,hand pump,other,,never pay,soft,shallow well,,31.4963148,-2.16713998,,vwc,ka,ka,2011-07-14,True,True,,non functional
enough,communal standpipe,gravity,1998.0,pay when scheme fails,soft,spring,2148.0,34.51836045,-9.31207574,20.0,vwc,hw/rc,hw/rc,2011-12-03,True,True,,functional
enough,communal standpipe,motorpump,2009.0,never pay,salty,machine dbh,-4.0,38.77830853,-8.00475317,1.0,vwc,asb,orien,2011-03-03,True,True,,functional
dry,other,other,2011.0,never pay,soft,rainwater harvesting,-38.0,39.38953564,-7.53940072,901.0,vwc,amref,amref,2011-03-25,False,True,,functional
dry,communal standpipe multiple,submersible,1982.0,never pay,soft,machine dbh,237.0,39.62427884,-10.84109996,600.0,vwc,finw,finw,2013-01-26,True,True,,non functional
enough,communal standpipe,gravity,1972.0,pay per bucket,soft,spring,736.0,35.71863725,-7.24117099,1.0,vwc,idc,dwe,2011-03-17,True,True,50.0,functional
enough,hand pump,handpump,1998.0,never pay,soft,shallow well,1322.0,34.03829368,-3.03065076,450.0,wug,dwsp,dwe,2013-01-31,False,False,,functional needs repair
seasonal,communal standpipe,gravity,,pay per bucket,soft,river,1064.0,35.34982133,-3.54410547,1.0,vwc,,,2013-03-27,True,True,25.0,functional
enough,other,other,,never pay,soft,shallow well,,32.95962061,-4.06934816,,wug,world vision,dwe,2012-10-24,False,False,,non functional
insufficient,communal standpipe multiple,submersible,2010.0,never pay,soft,machine dbh,102.0,38.88590257,-5.481835,60.0,vwc,district council,dwe,2011-03-07,False,True,,non functional
enough,hand pump,handpump,2000.0,pay annually,soft,shallow well,1874.0,35.3147431,-8.32464841,,vwc,adb,dwe,2011-02-19,True,True,2000.0,functional
dry,communal standpipe,motorpump,1970.0,,,machine dbh,1627.0,34.85835498,-4.96602324,1.0,vwc,,,2013-01-27,,True,,non functional
enough,hand pump,handpump,1995.0,pay when scheme fails,soft,shallow well,1497.0,34.82660406,-4.34124013,325.0,vwc,tcrs,tcrs,2013-01-30,True,True,500.0,functional
enough,hand pump,rope pump,1998.0,never pay,salty,shallow well,1600.0,34.71300481,-1.83654407,1600.0,wug,hesawa,hesawa,2012-10-20,,True,,functional
enough,hand pump,handpump,,never pay,salty,shallow well,,32.03030053,-4.90531333,,vwc,water aid/sema,water aid/sema,2012-10-27,True,True,,functional
dry,communal standpipe multiple,submersible,1978.0,,soft,river,388.0,37.95932606,-9.66890177,350.0,vwc,cdtf,cdtf,2013-01-22,True,,,non functional
seasonal,communal standpipe,gravity,1990.0,pay annually,soft,spring,1243.0,35.86209282,-7.47441675,1.0,vwc,danida,danid,2011-03-15,True,True,2000.0,functional
seasonal,hand pump,handpump,1992.0,pay monthly,soft,shallow well,300.0,36.63036296,-8.41046247,800.0,vwc,dhv,dwe,2011-03-10,True,True,200.0,functional needs repair
enough,improved spring,gravity,1988.0,,soft,spring,1464.0,30.72469116,-3.58812475,800.0,water authority,norad,rwe,2013-01-18,True,True,,functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,33.68330596,-9.49276766,,vwc,morovian church,morovian church,2011-07-22,True,True,,functional
insufficient,hand pump,handpump,,pay when scheme fails,soft,shallow well,,32.84728546,-9.28317994,,vwc,kkkt,kkkt,2011-08-18,False,False,,functional
enough,communal standpipe,submersible,2010.0,pay per bucket,soft,machine dbh,5.0,39.22806629,-6.90360466,200.0,private operator,0,0,2013-03-20,False,,50.0,functional
enough,hand pump,handpump,,never pay,milky,shallow well,,36.4861532,-6.95335278,,vwc,water,water,2011-03-12,True,True,,functional
enough,communal standpipe,other,,never pay,soft,lake,,32.80580101,-2.49270601,,vwc,government of tanzania,sengerema water department,2011-07-28,True,True,,functional
insufficient,hand pump,handpump,,,soft,shallow well,,32.65510222,-4.20289312,,wug,rwssp,dwe,2012-10-09,True,True,,functional
dry,communal standpipe,gravity,1996.0,pay monthly,soft,spring,1682.0,35.47730069,-7.91714431,1.0,vwc,missi,missi,2011-03-01,True,False,100.0,non functional
insufficient,communal standpipe,gravity,2003.0,pay annually,soft,spring,1693.0,35.34027799,-4.47417901,514.0,parastatal,dmdd,dmdd,2013-02-13,True,True,20000.0,functional
insufficient,communal standpipe,gravity,2008.0,,fluoride,spring,1309.0,36.89503032,-3.32556917,73.0,vwc,government of tanzania,community,2013-06-03,True,True,,functional
enough,communal standpipe,gravity,1969.0,pay monthly,soft,spring,1342.0,38.37346264,-4.8291937,1.0,vwc,government of tanzania,dwe,2011-03-31,True,True,2500.0,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.40267624,-3.18054757,,vwc,hifab,hesawa,2011-07-25,True,True,,functional
enough,communal standpipe multiple,gravity,2008.0,pay annually,soft,river,1216.0,30.01288392,-4.8096023,460.0,other,government of tanzania,dwe,2013-01-29,True,,1000.0,functional needs repair
enough,communal standpipe,gravity,1976.0,never pay,soft,spring,1815.0,34.82267895,-8.97797778,35.0,vwc,government of tanzania,dwe,2011-03-15,False,True,,non functional
enough,communal standpipe,gravity,2001.0,pay per bucket,soft,spring,734.0,37.46850487,-3.41059851,30.0,wua,giz,kili water,2013-03-27,True,True,10.0,functional
insufficient,communal standpipe multiple,motorpump,,pay per bucket,soft,machine dbh,,36.26424738,-5.56034553,,vwc,mamad,mamad,2011-03-19,True,True,,functional
insufficient,other,gravity,1980.0,never pay,soft,spring,1126.0,37.30456498,-3.27151948,1.0,vwc,unicef,rwe,2013-03-27,True,False,,non functional
enough,communal standpipe,gravity,1990.0,never pay,soft,spring,1594.0,36.63406875,-3.29234095,200.0,vwc,world bank,dwe,2013-03-28,True,True,,functional
insufficient,communal standpipe,gravity,2008.0,,soft,spring,1357.0,36.93921529,-3.24177469,200.0,vwc,government of tanzania,community,2013-03-25,True,True,,functional
insufficient,communal standpipe,gravity,,pay annually,soft,spring,,36.80709438,-6.30304429,,vwc,lvia,commu,2011-03-23,False,True,,functional
enough,hand pump,handpump,,never pay,salty abandoned,shallow well,,,-2e-08,,wug,rwssp,dwe,2012-10-22,False,True,,functional needs repair
,communal standpipe,gravity,1986.0,never pay,,river,1731.0,31.26840855,-7.59877409,1.0,vwc,,dwe,2011-07-19,False,,,non functional
enough,communal standpipe,gravity,2008.0,pay when scheme fails,soft,river,1794.0,34.69203856,-9.16720939,75.0,vwc,adb,dwe,2011-04-13,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,31.20810841,-2.89779667,,vwc,kaemp,dwe,2011-07-13,True,True,,functional
insufficient,communal standpipe,gravity,1995.0,never pay,soft,river,419.0,38.18829039,-4.84778373,400.0,vwc,adp mombo,dwe,2011-03-23,False,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.13167778,-2.40704306,,vwc,desk and chair foundation,desk and chair foundation,2011-07-30,True,True,,functional
insufficient,hand pump,handpump,1996.0,never pay,soft,shallow well,1333.0,34.10535169,-2.89067516,500.0,wug,dwsp,dwe,2013-02-15,False,False,,functional needs repair
insufficient,communal standpipe,gravity,1971.0,,soft,spring,-14.0,39.74028941,-9.87779729,200.0,vwc,serikali,serikali,2013-01-24,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,31.31696135,-2.71059141,,vwc,dasip,dasip,2011-07-11,True,True,,non functional
enough,communal standpipe,gravity,2010.0,pay when scheme fails,soft,spring,2045.0,34.683232000000004,-9.6797034,63.0,vwc,roman,mlade,2011-03-17,False,True,,functional
enough,communal standpipe,gravity,1984.0,never pay,soft,lake,1397.0,36.10917941,-7.59938672,73.0,vwc,danida,danid,2011-03-06,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,34.34451462,-3.0968039000000003,,wug,rwssp,wedeco,2012-10-31,True,True,,functional
insufficient,improved spring,gravity,,never pay,soft,spring,,31.79947173,-1.46669474,,vwc,elct,local contract,2011-08-02,True,True,,non functional
insufficient,cattle trough,gravity,1967.0,never pay,fluoride,spring,1378.0,36.70151798,-3.03668379,350.0,vwc,ministry of water,,2013-03-22,True,True,,functional
enough,communal standpipe,gravity,1995.0,pay annually,soft,river,1471.0,37.90319178,-4.1394047,120.0,vwc,world vision,world vision,2013-03-15,True,True,1000.0,functional needs repair
dry,hand pump,handpump,2009.0,never pay,coloured,machine dbh,1480.0,34.64977299,-4.79301166,1.0,wug,singida yetu,singida yetu,2013-01-16,True,True,,functional needs repair
enough,hand pump,handpump,,never pay,soft,machine dbh,,32.96277717,-4.77985464,,vwc,world vision,sema,2013-01-31,True,False,,functional
seasonal,hand pump,handpump,1993.0,pay monthly,soft,shallow well,1040.0,35.59631363,-10.66915746,,other,mission,mwe,2013-03-19,True,False,1000.0,functional
enough,communal standpipe,gravity,,pay when scheme fails,soft,river,,33.27089076,-9.00461471,,wug,danida,danida,2011-03-26,True,True,,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,31.59898353,-1.78071106,,vwc,he,he,2011-07-31,True,True,,non functional
insufficient,communal standpipe,gravity,2000.0,,soft,spring,1492.0,34.79869532,-11.03602715,20.0,wug,private individual,individuals,2013-03-24,True,,,functional needs repair
dry,other,other,1985.0,,soft,shallow well,308.0,38.9452797,-10.85045826,1.0,vwc,fw,fw,2013-01-27,True,True,,non functional
enough,improved spring,gravity,,never pay,soft,spring,,30.81016187,-1.32205369,,vwc,jica,dwe,2011-07-29,True,True,,functional
insufficient,improved spring,other,,never pay,soft,spring,,36.27279012,-6.63977408,,vwc,water,gover,2011-03-22,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.56029049,-9.08617406,,vwc,,,2011-08-05,,True,,functional
